#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A18A25
#Date Time: 2024-04-26 10:47:58.467
#Start: 100 Hz
#Stop: 50000 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 60.4725 V
#Offset: -0.00262502 V
#Relative: no
#Channel: Channel 2
#Range: 59.9539 V
#Offset: -0.00191686 V
#Relative: yes

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
1605.239860110578,-0.8680545688440834,-0.5307564471270717,-17.85337100726497
1673.14303024685,-0.8292597587681021,-0.6024952223404427,-18.12826103288253
1743.918568948799,-0.8254472850323047,-0.6210061653004202,-18.98640390180029
1817.687980133853,-0.8178927284322983,-0.6191776369041281,-19.42884969713964
1894.577907450499,-0.8545237659236117,-0.6141221322946575,-20.32912494282845
1974.720351693797,-0.857252493853448,-0.67060983191344,-20.80788492414891
2058.252897417765,-0.8474509123475944,-0.7005846547357762,-21.46751701920816
2145.318949133678,-0.8025627333531421,-0.7267867696245163,-22.29772273445995
2236.067977499791,-0.8184226604404514,-0.6921423325053309,-23.08281224428922
2330.655775925117,-0.8161584454375704,-0.7443520577207499,-23.98029830295479
2429.244728027779,-0.790950897647378,-0.7072683519482114,-24.98896618612494
2532.004086407124,-0.8274442815297401,-0.7385601710588842,-25.60122295179966
2639.110263208136,-0.7853434179552468,-0.7959293862211323,-26.37587825704847
2750.747132977031,-0.7877779197459029,-0.8151448797926387,-27.48687984810888
2867.106348327898,-0.7809682300548381,-0.8339982838227569,-28.65694120583404
2988.38766896236,-0.7693705507677133,-0.8554380931220555,-29.86503625538849
3114.799304607086,-0.7830231755359551,-0.802912030695032,-30.87949775495866
3246.558272457852,-0.7681933148126743,-0.8123113217402018,-31.72027447891807
3383.890769743857,-0.7392500566647946,-0.8483931065667393,-33.07994121514655
3527.032562051862,-0.7693207100702314,-0.8666528799504976,-33.82727859622514
3676.229388076776,-0.7360086542412485,-0.8920332880189635,-35.84020600717575
3831.737381493625,-0.7986147137790706,-0.8246322483175207,-37.01341516573488
3993.823510675062,-0.7173654841905457,-0.9021099914236561,-38.1561437197779
4162.766037009368,-0.7364001177002684,-0.8299323455542807,-39.52224140877657
4338.854992605741,-0.7121938825879177,-0.886416145066195,-41.46486159336987
4522.392678206958,-0.699718874178742,-0.9756131327052684,-42.8840646472898
4713.694182164233,-0.6973042092054828,-0.9455913079973839,-44.04577423458659
4913.087921365179,-0.691936599545425,-0.9616070778143782,-46.29583723496425
5120.916205043567,-0.7104343141824988,-0.9307357580217489,-47.81340859356013
5337.53582243876,-0.6762955462645054,-0.9953066661361356,-50.38318783969444
5563.318655313677,-0.6895203907776823,-0.9354447664783337,-52.31412555869208
5798.652316382892,-0.6918807309762216,-0.9274660367219112,-54.38631840652046
6043.940814746816,-0.6644039060133667,-0.9687064704953919,-56.84640236107857
6299.605249474367,-0.7194220609628031,-0.9246630578242626,-58.4504949997016
6566.084532524903,-0.6457133282448991,-1.00101078258704,-61.54877744086754
6843.836142250362,-0.7038876630207586,-0.9229350627768346,-63.44887811488427
7133.336908771306,-0.6544748588457483,-0.9611987847093683,-66.57059434532003
7435.083832575129,-0.6790230226179335,-0.98492664227949,-69.43416200631238
7749.594937741685,-0.6880109191611345,-1.026383760242186,-72.2923477498021
8077.410161261253,-0.6867782882923624,-1.070868287288611,-75.75967382154613
8419.092279971408,-0.6726675531353237,-1.064007071526372,-78.85641324174804
8775.227876704274,-0.7066637447536277,-1.015212352428577,-82.9051072107782
9146.428347302706,-0.7211755287018136,-1.049046409300537,-85.79250948971864
9533.33095023416,-0.6445598265044072,-1.096271104439736,-90.11083050902391
9936.599900604322,-0.6780967936013939,-1.112056095121,-95.90541657787998
10356.92751044845,-0.6742082583982195,-0.9390864820752471,-100.5888553439054
10795.03537725818,-0.7461669197237151,-1.13775961827638,-105.0504017221923
11251.6756227842,-0.7007431034098371,-1.372688396793492,-109.7471354729358
11727.63218424127,-0.7433311598039636,-1.409113371889259,-114.4661896412664
12223.72216013265,-0.7367625592043471,-1.464465238002507,-122.6259467308784
12740.79721300408,-0.7268281466830158,-2.096863942420822,-129.363555134761
13279.74503153555,-0.7579583974859383,-2.123708127930737,-133.3331868844287
13841.490854481,-0.7117721115992919,-2.540143104112532,-137.4982545674184
14426.99905907214,-0.7533722991627527,-2.705847255361959,-141.8513033460167
15037.27481661315,-0.8236211576557519,-3.062324161122689,-147.5889320057583
15673.36581810872,-0.8101238630871128,-3.554023460548143,-152.8084419959029
16336.36407288775,-0.7993776021975285,-3.882596791952004,-152.3928214133877
17027.40778331055,-0.7981431904397258,-3.73434226509283,-164.6597971478776
17747.68329877786,-0.8126936496099115,-4.832989879500376,-166.9222091192153
18498.42715239644,-0.8158027105047049,-5.137415128241978,-174.9939022536532
19280.92818379749,-0.8894761174064597,-5.38034099875389,-179.8268837279422
20096.52975175224,-0.8279861315762458,-5.809165347041426,-185.6631330263204
20946.63204038333,-0.8486693728600968,-6.221202504852753,-188.1697213906728
21832.69446293124,-0.8745482709972635,-6.593093935381225,-194.6744951034279
22756.23816720202,-0.8040535690932675,-7.410001488105475,-203.5952093785863
23718.84864699823,-0.7859738523507237,-6.488330771138223,-220.4792133150651
24722.17846401552,-0.8373291029940237,-4.183047948868557,-254.2605350820444
25767.95008487826,-0.8285131554295634,-4.407226658416744,-259.888665886309
26857.95883818439,-0.821373657637152,-8.359373625519407,-201.225294195742
27994.07599663607,-0.8222999187467943,-8.480286587850237,-224.5184402443902
29178.25198954741,-0.7795892191793092,-10.39574411028743,-238.7467663993603
30412.51975124426,-0.7499898407098271,-10.66800158435504,-246.3859950522752
31698.99821110458,-0.7766615711701469,-11.17512729515567,-255.454175917226
33039.89593123081,-0.8462228431337051,-10.2359988565606,-257.2137803250538
34437.51489799911,-0.8232826498424505,-12.58697893758799,-266.0348719402073
35894.25447399503,-0.7007835341875757,-14.56974624213052,-288.3267348673418
37412.61551711941,-0.8009088327162496,-16.72044041670207,-297.7389190543565
38995.20467393667,-0.7928405217209179,-20.63424714289925,-313.9759982579129
40644.73885463578,-0.8236663803144157,-13.75425343409613,-276.3850805654453
42364.04989728618,-0.7550251649257699,-19.67660861015915,-170.4609248446951
44156.08942939618,-0.8763440040598727,2.068113068496325,-262.3651572339783
46023.93393512021,-0.8041958163075541,9.818999433289335,-249.8448227806573
47970.79003681312,-0.5371004749413371,11.54488916342824,-12.74155592260377
50000,-0.5892747164613843,11.62386637021127,-307.67402243028
